Username,Comment,Like
dityoenggar,"['mulai', 'buat', 'apps', 'usaha', '2021', 'tayang', 'apps', 'internal', 'usaha', '2022', 'guna', 'laravel', 'ribet', 'ajar', 'flutter', 'buat', 'api', 'masuk', 'makan', 'waktu', 'lama', 'nyata', 'banyak', 'butuh', 'semua', 'atas', 'laravel', 'akhir', 'lama', '2', 'tahun', 'kutat', 'laravel', 'laku', 'update', 'admin', 'guna', 'filament', '2024', 'brbrwalaupun', 'awal', 'mula', 'laravel', 'itu', 'banyak', 'bantu', 'pakai', 'apps', 'generate', 'crud', 'otomatis', 'itu', 'butuh', 'waktu', 'sangat', 'lama', 'bukan', 'ngerti2', 'banget', 'kenal', 'ai', 'mungkin', 'pintar', 'bila', 'ai', 'adabrbrakhirnya', 'sejak', '2025', 'banyak', 'apps', 'kembang', '90', 'guna', 'ai', 'disclaimer', 'dulu', 'owner', 'usaha', 'umkm', 'butuh', 'apps', 'era', 'sangat', 'penting', 'milik', 'background', 'sama', 'sekali', 'senang', 'ajar', 'ajar', 'bahasa', 'pemrograman', 'guna', 'fortranbrbrberbagai', 'macam', 'bahasa', 'databse', 'guna', 'next', 'js', 'python', 'laravel', 'flutter', 'mysql', 'supabase', 'react', 'vue', 'lainlain', 'script', 'google', 'sheets', 'tgt', 'butuh', 'apps', 'bahkan', 'setting', 'server', 'bantu', 'aibrbrapps', 'kembang', 'internal', 'usaha', 'lumayan', 'dar', 'landing', 'page', 'convert', 'pdf', 'excel', 'spesifik', 'bank', 'statement', 'kait', 'lapor', 'online', 'shop', 'lapor', 'hari', 'presensi', 'posbrbrntah', 'berapa', 'biaya', 'keluar', 'apabila', 'sewa', 'apps', 'sebut', 'mempihakketigakan', 'buat', 'apps', 'ingin', 'kendalakendala', 'hadap', 'database', 'berbedabeda', 'sulit', 'laku', 'analisa', 'perusahaanbrbrjadi', 'kalo', 'enggak', 'punya', 'background', 'dunia', 'gmnpun', 'vibe', 'coding', 'jadi', 'harus', 'ngepromptpun', 'enggak', 'mudah', 'penting', 'paham', 'logika', 'masuk', 'paham', 'apa', 'ingin', 'user', 'experience', 'sangat', 'penting', 'bukan', 'dar', 'animasi', 'warna', 'warni', 'masalah', 'aman', 'lainlain', 'mau', 'enggak', 'mau', 'baik', 'jalan']",0
pythonindo,"['jangan', 'jangan', 'script', 'video', 'nya', 'baut', 'pakai', 'chagpt']",0
sandhikagalihwpu,"['gemini', 'dong']",0
kholula,"['untung', 'bukan', 'programmer']",0
laluanggar3200,"['izin', 'nambahin', 'pak', 'dosen', 'quotjangan', 'jadi', 'ai', 'sarung', 'tangan', 'ironman', 'kalian', 'jadi', 'ai', 'jarvis', 'asisten', 'kalianquot']",0
sandhikagalihwpu,['nice'],0
laksmimentari9592,"['pak', 'sandhika', 'lihat', 'iklan', 'kotak', 'hitam']",0
sandhikagalihwpu,[],0
niputusintiawati251,"['aku', 'tuju']",0
asikukunaku1109,"['kalo', 'gue', 'sih', 'pakai', 'ai', 'cuman', 'buat', 'assisted', 'cukup', 'bantu', 'kerja', 'lebih', 'cepat', 'catat', 'knowledge', 'mesti', 'bagus', 'ai', 'enggak', '100', 'persen', 'akurat', 'sisa', 'lu', 'sendiri', 'bnerin']",0
ariosetiawan173,"['kalau', 'parkour', 'nama', 'quotdilusiquot', 'arti', 'encer', 'kental', 'praktikalnya', 'jangan', 'laku', 'gera', 'fisik', 'siap', 'fisik', 'siap', 'laku', 'strengthening', 'conditioning', 'amp', 'stamina', 'buat', 'muslim', 'baca', 'surat', '17', 'ayat', '36', 'terima', 'kasih']",0
masbagz,"['coder', 'seniors', 'makin', 'cari', 'banding', 'lulus', 'baru', 'kalo', 'begini', 'terus']",0
mfddduserz4,"['vibe', 'coding', 'buka', 'lapang', 'kerja', 'resin', 'codingan', 'ngawur']",0
justboukenz,"['vibe', 'coding', 'untuk', 'orang', 'paham', 'fundamental', 'kalo', 'enggak', 'erti', 'fundamental', 'enggak', 'erti', 'alur', 'enggak', 'erti', 'context', 'baru', 'celaka']",0
muhammadfuad3162,"['inti', 'ai', 'buat', 'bodoh', 'lalai', 'malas']",0
adibtailham8254,"['mahasiswa', 'ilmu', 'komputer', 'kadang', 'lebih', 'sering', 'jadi', 'ai', 'buat', 'jadi', 'mentor', 'teman', 'diskusi', 'misal', 'kode', 'enggak', 'erti', 'selalu', 'minta', 'ai', 'buat', 'ngejelasin', 'versi', 'lebih', 'simplepake', 'quotbahasa', 'bayiquot', 'terus', 'suruh', 'kasih', 'analogi', 'buat', 'kode', 'alur', 'sama', 'konsep', 'lebih', 'simple']",0
sandhikagalihwpu,"['nah', 'pakai', 'ai', 'ajar']",0
mohamadnurjaman,"['baru', 'dengar', 'istilah', 'vibe', 'coding', 'dengar', 'jelas', 'nyata', 'salah', 'satu', 'guna', 'konsep', 'inibrsaya', 'gamedev', 'lama', '3', 'tahun', 'an', 'pakai', 'unity', 'engine', 'sih', 'khusus', 'pakai', 'ai', 'baru', 'tahun', 'akhir', '2', 'tahun', 'belum', 'ajar', 'cara', 'nonton2', 'video', 'course', 'jam', 'jam', 'vibe', 'coding', 'biasa', 'guna', 'bantu', 'ajar', 'baru', 'sintaks', 'kode', 'baru', 'pernah', 'tahu', 'belum', 'biasa', 'minta', 'ai', 'buat', 'base', 'code', 'suatu', 'fungsi', 'misal', 'buat', 'movement', 'system', 'minta', 'base', 'code', 'nya', 'gera', 'karakter', 'jumpforce', 'movespeednya', 'lalu', 'kembang', 'sendiri', 'kode', 'dasar', 'butuh', 'biasa', 'minta', 'ai', 'jelas', 'suatu', 'masalah', 'bug', 'alami', 'biasa', 'quotfix', 'thisquot', 'quotwhy', 'this', 'happend', 'and', 'how', 'fix', 'thisquot', 'paham', 'masalah', 'masuk', 'logika', 'muat', 'perlu', 'tanya', 'ai', 'kalo', 'kejadianbrbrsaya', 'kurang', 'yakin', 'lihat', 'terlalu', 'gantung', 'ai', 'jelas', 'biasa', 'buat', 'kode', 'meski', 'sedang', 'offline', 'kadang', 'suka', 'simpan', 'kode2', 'rumit', 'sulit', 'kalo', 'internet']",0
riwaurus,[],0
zahidysyawal8618,"['kang', 'sandika', 'mau', 'tanya', 'kalau', 'ajar', 'coding', 'mula', 'langsung', 'ikut', 'wpu', 'course', '0', 'basic', 'ajar', 'lebih']",0
sandhikagalihwpu,"['basicnya', 'ajar', 'channel']",0
hanaq8e,"['well', 'ngoding', 'beberapa', 'tahun', 'memhamami', 'semua', 'fundamental', 'jujur', 'sangat', 'mudah', 'rena', 'benar', 'benar', 'singkat', 'waktu', 'banget', 'kalo', 'langgan', 'rese', 'mau', 'cepat2']",1
almubar,"['hindar', 'lawan', 'arus', 'gone', 'anti', 'saing', 'industri', 'dasar', 'coding', 'selalu', 'pegang', 'semua', 'logika', 'sahsah', 'baris', 'coding', 'penting', 'punya', 'dasar', 'kokoh']",3
sandhikagalihwpu,"['tuju', 'inti', 'fondasi', 'kokoh', 'dulu']",0
skydomeblue,"['parah', 'buka', 'kelas', 'coding', 'padahal', 'modal', 'ai', 'enggak', 'paham', 'code', 'fudamental']",81
raregear,['spill'],1
sszch4221,"['kelas', 'mana']",1
cocoxixiq1s,"['sih', 'kacauu']",0
skydomeblue,"['sszch4221cek', 'threads', 'banyak', 'tuh', 'buka', 'kelas', 'kayak', 'begitu']",0
bath4rakala,"['nasihat', 'ustadz', 'setir', 'jangan', 'jadi', 'supir', 'ajar', 'nyetir', 'dulu']",0
alexajunet9530,"['sales', 'ai', 'memang', 'resah']",0
kornes31,"['programmer', 'berlombalomba', 'jual', 'kelasbrbegitu', 'orang', 'pakai', 'ai', 'enggak', 'beda', 'wkwkwk']",0
rizkifdh,"['vibe', 'coder', 'tuh', 'rasa', 'pas', 'dunia', 'kerja', 'kerja', 'team', 'kalo', 'benar', 'nelen', 'mentah2', 'generated', 'ai', 'code', 'pas', 'review', 'code', 'bengong', 'pr', 'apa', 'terus', 'kalo', 'asih', 'contextprompt', 'nya', 'kurang', 'jelas', 'malah', 'bikin', 'banyak', 'variabelfungsi', 'redundant', 'enggak', 'jarang', 'malah', 'ngerusak', 'existing', 'project', 'structure', 'bijak', 'vibe', 'coding', 'kalo', 'bijak', 'task', 'satu', 'sprint', 'kelar', 'hitung', 'hari', 'fokus', 'push', 'rank', 'imo', 'wkwkwkkw']",4
rinnimecrack7128,"['and', 'perlu', 'tau', 'minimal', 'mah', 'tau', 'securitynya', 'vibe', 'coding', 'buat', 'jadi', 'cuan']",0
renka12,"['mula', 'bidang', 'coding', 'kuasa', 'html', 'sedikit', 'css', 'cuil', 'php', 'itu', 'hampir', 'semua', 'modal', 'kursus', 'kursus', 'gratis', 'dapat', 'beranda', 'sosmed', 'sayabrsebelum', 'akhir', 'modalnekat', 'terus', 'rasa', 'penasaran', 'jenjang', 'kmpus', 'quotmungkin', 'waktu', 'seriusquot', 'ujar', 'diri', 'tau', 'apa', 'datang', 'beberapa', 'semster', 'kedepanbrbrawalnya', 'modal', 'materi', 'video', 'short', 'slide', 'ppt', 'fl', 'searching', 'searching', 'tipis', 'google', 'buat', 'jadi', 'top', 'programmer', 'kelas', 'rasa', 'bangga', 'status', 'sisi', 'jurang', 'kosong', 'tel', 'pikir', 'quotkalau', 'modal', 'iseng', 'serius', 'jadi', 'bagaimana', 'benar', 'benar', 'niatquotbrbrbenar', 'beberapa', 'semester', 'kemudian', 'tugas', 'kian', 'sulit', 'notabene', 'mula', 'anggap', 'kuasa', 'materi', 'materi', 'belum', 'materi', 'banyak', 'ajar', 'dosen', 'hobi', 'afk', 'tuntut', 'cipta', 'lebih', 'advanced', 'quotkalian', 'kan', 'ajar', 'masa', 'kalian', 'enggak', 'bisaquot', 'tuntut', 'tuntut', 'kian', 'tumpuk', 'pecut', 'label', 'sih', 'siap', 'kena', 'rapot', 'lalai', 'betul', 'masa', 'sama', 'dulu', 'kenal', 'orang', 'teman', 'lebih', 'sahabat', 'punya', 'bekal', 'sama', 'singkat', 'cerita', 'bagi', 'tugas', 'tumpas', 'project', 'project', 'efisien', 'situ', 'dapat', 'sepakat', 'urus', 'aplikasi', 'segala', 'urus', 'paper', 'jadi', 'tanggung', 'jawab', 'laku', 'semua', 'project', 'matkul', 'sadar', 'quotmau', 'kapan', 'begini', 'terus', 'bukankah', 'serius', '39koding39', 'niat', 'awal', 'sayaquotbrbrkarena', 'biasa', 'pegang', 'urus', 'aplikasi', 'sahabt', 'punya', 'skill', 'jauh', 'lampau', 'turut', 'senang', 'terus', 'tunjuk', 'aplikasiaplikasi', 'buat', 'ling', 'suka', 'cita', 'atas', 'keberhsilannya', 'tambah', 'fitur', 'baru', 'walaupun', 'tak', 'jarang', 'keluh', 'kesah', 'lontar', 'panjang', 'hari', 'senang', 'hati', 'dengar', 'siang', 'malam', 'langsung', 'daring', 'sekal', 'tanya', 'halhal', 'receh', 'quotgmn', 'cara', 'nampilin', 'statistik', 'animasi', 'iniquot', 'lihat', 'antusiasme', 'lebih', 'lama', 'lagibrbrlibur', 'semester', 'tiba', 'singkat', 'cerita', 'rencana', 'buat', 'buah', 'aplikasi', 'bas', 'web', 'php', 'framework', 'laravel', 'ajar', 'semester', 'belum', 'quotini', 'menarikquot', 'ujar', 'imajinasi', 'bayang', 'ratus', 'guna', 'guna', 'aplikasi', 'buat', 'scroll', 'fesnuk', 'lebih', 'goda', 'rencana', 'hanya', 'batas', 'rencana', 'mentokmentok', 'masuk', 'catat', 'hari', 'brhingga', 'suatu', 'hari', 'umum', 'buah', 'project', 'mata', 'kuliah', 'sambut', 'semester', 'baru', 'tebak', 'project', 'buat', 'buah', 'aplikasi', 'diam', 'dengar', 'harap', 'tak', 'banyak', 'matkul', 'ada', 'project', 'kuat', 'jelas', 'mampu', 'hadap', 'ingat', 'frekuensi', 'gadang', 'tingkat', 'revisi', 'ulang', 'dekat', 'deadline', 'hell', 'nah', 'rindu', 'sama', 'sekalibrbrquotaku', 'guna', 'aplikasi', 'buat', 'project', 'kali', 'iniquot', 'ujar', 'pada', 'bingung', 'baru', 'pertama', 'kali', 'dengar', 'mau', 'quotoh', 'aplikasi', 'sini', 'lihat', 'padakuquot', 'tunjuk', 'buah', 'quotwipquot', 'sangat', 'mentah', 'sedikit', 'tunjuk', 'bagaimana', 'konsep', 'aplikasi', 'yanng', 'imajinasi', 'bingung', 'kata', 'quotakan', 'lebih', 'bagus', 'selesai', 'duluquot', 'kalimat', 'bagai', 'jet', 'dorong', 'ambisi', 'segera', 'curah', 'segala', 'imajinasi', 'baris', 'koding', 'sin', 'momensaya', 'guna', 'quotsarung', 'tangan', 'ajaibquot', 'sangat', 'powerfull', 'awal', 'jurang', 'sesungguhnyabrbr', 'sarung', 'tangan', 'upa', 'agent', 'ai', 'benarbenar', 'sangat', 'ajaib', 'ketes', 'buat', 'buah', 'tampil', 'lewat', 'pikir', 'hasil', 'boom', 'jauh', 'lebih', 'bagus', 'perkiraanbrakhirnya', 'habis', 'waktu', 'berjamjam', 'gambar', 'konsep', 'aplikasi', 'dalam', 'bentuk', 'buah', 'prompt', 'tampil', 'fitur', 'hingga', 'logika', 'dalam', 'rasa', 'cukup', 'mulai', 'jejal', 'semua', 'agent', 'malang', 'integrasi', 'code', 'editor', 'bekal', 'mampu', 'bahasa', 'paspasan', 'proses', 'awal', 'cukup', 'lancar', 'bug', 'hasil', 'kesalahpahaman', 'sih', 'agent', 'tel', 'banyak', 'token', 'hingga', 'tunggu', 'empat', 'hari', 'guna', 'sih', 'agent', 'posting', 'beranda', 'jengkel', 'harap', 'dapat', 'solusi', 'bukan', 'bantu', 'react', 'tertawa', 'fl', 'malah', 'banjir', 'notif', 'ah', 'biar', 'anggap', 'waktu', 'istirahat', 'akhir', 'waktu', 'manfaat', 'tulis', 'prompt', 'jagajga', 'bilamana', 'cooldown', 'selesai', 'walaupun', 'tetap', 'scroll', 'fesnuk', 'lihat', 'laku', 'bagai', 'mahluk', 'imphnen', 'makan', 'mayoritas', 'waktu', 'sayabrbralarm', 'bunyi', 'tanda', 'sih', 'agent', 'layan', 'sarung', 'tangan', 'guna', 'quotoverheatquot', 'nya', 'hilang', 'hari', 'terap', 'prompt', 'buat', 'sbeelumnya', 'apa', 'jadi', 'aplikasi', 'bas', 'web', 'cukup', 'kompleks', 'kerja', 'baik', 'perlu', 'kepala', 'pusing', 'benar', 'benar', 'ajaib', 'butuh', 'waktu', 'lima', 'hari', 'kerja', 'masuk', 'waktu', 'cooldown', 'limit', 'antusias', 'tunjuk', 'aplikasi', 'sahabat', 'sedikit', 'asa', 'ganjal', 'bagaimana', 'jawab', 'tanya', 'proses', 'buat', 'tau', 'mampu', 'tau', 'sifat', 'rasa', 'mustahil', 'sembunyi', 'proses', 'aplikasi', 'bagus', 'konsultasi', 'pada', 'pikir', 'semua', 'kelompok', 'bagus', 'buat', 'progres', 'cepat', 'kanbrbria', 'ecek', 'seksama', 'scroll', 'klik', 'fitur', 'coba', 'presentasi', 'bagaimana', 'aplikasi', 'kerja', 'hingga', 'tiba', 'momen', 'quotini', 'bagus', 'bahkan', 'lebih', 'kompleks', 'buat', 'bagaimana', 'kamu', 'membuatnyaquotbrpanik', 'jelas', 'bilang', 'kalau', 'semua', 'buat', 'ai', 'sama', 'coreng', 'apa', 'pernah', 'buat', 'sebelumsebelumnyabrmengarang', 'buat', 'nol', 'tau', 'mampu', 'tangkal', 'alas', 'kapan', 'maubrakhirnya', 'diam', 'jelas', 'buat', 'awal', 'tatap', 'tajam', 'bohong', 'tau', 'betapa', 'besar', 'curiga', 'lihat', 'cara', 'tanya', 'lebih', 'pilih', 'diam', 'hari', 'hari', 'esok', 'tambah', 'suram', 'sikap', 'ubah', 'jadi', 'lebih', 'apatis', 'sadar', 'pakai', 'ai', 'sembarang', 'bukan', 'hilang', 'mampu', 'ajar', 'rusak', 'hubung', 'sahabat', 'balik', 'kuat', 'besar', 'dapat', 'tanggung', 'jawab', 'besar', 'tau', 'kecewa', 'andaikata', 'pakai', 'sarung', 'tangan', 'mungkin', 'lebih', 'ajaib', 'terciptabrbrbegitulah', 'cerita', 'singkat', 'vibe', 'coding', 'beri', 'alam', 'ilusi', 'orang', 'kuat', 'sarung', 'tangan', 'langsung', 'beri', 'alam', 'renggang', 'hubung', 'sayabrdan', 'sahabat', 'mar', 'berat', 'bapak', 'sandhika', 'galih', 'pernah', 'tonton bareng', 'video', 'bapak', 'ajar', 'bareng', 'sama', 'dulu', 'mungkin', 'hadir', 'kolom', 'komentar', 'video', 'jugabrterimakasih', 'buat', 'tementemen', 'baca', 'akhir', 'sangat', 'senang', 'bagi', 'alam', 'asa', 'alami', 'sekal', 'terbit', 'apa', 'biasa', 'tuang', 'catat', 'hari', 'lihat']",1
kornes31,"['jadi', 'programmer', 'kayak', 'lo', 'memang', 'bakat', 'buat', 'jadi', 'prompter', 'dehbrjangan', 'bilang', 'cerita', 'buat', 'ai']",0
dyonightpro,"['titip', 'salam', 'buat', 'sahabat', 'kak', 'moga', 'kalian', 'cepat', 'akur', 'hehe']",0
dyonightpro,"['kornes31', 'kalau', 'lihat', 'seksama', 'jauh', 'kok', 'kalimat', 'buat', 'ai']",0
samuelishakp9703,"['tonton', 'jadi', 'sadar', 'pak', 'terima', 'kasih', 'atas', 'tegur', 'masuk', 'memang', 'seperti', 'cukup', 'paham', 'dasar', 'programming', 'seluruh', 'masa', 'lalu', 'tonton', 'video', 'tanggap', 'apa', 'ajar', 'lama', 'berjamjam', 'cukup', 'buat', 'erti', 'takut', 'guna', 'ai', 'rasa', 'paham', 'apa', 'buat', 'memang', 'awal', 'bantu', 'lamakelamaan', 'jadi', 'rasa', 'malas', 'ajar', 'lebih', 'serah', 'semua', 'tugas', 'ai', 'temanteman', 'baik', 'mula', 'programmer', 'samasama', 'ajar', 'jangan', 'jadi', 'ai', 'mesin', 'automisasi', 'kode', 'jadi', 'ai', 'ajar', 'teman', 'ajar', 'tentu', 'bekal', 'banyak', 'macam', 'ilmu', 'tahu', 'coding', 'tentu', 'sangat', 'bantu', 'semangat', 'semua']",0
sandhikagalihwpu,"['tuju', 'nice', 'share']",0
mldcvglh,"['vibe', 'coding', 'bukan', 'terima', 'kerja', 'vibe', 'coding', 'cipta', 'programaplikasi', 'kalau', 'jadi', 'tuju', 'capai', 'mohon', 'saling', 'hormat']",2
faturrahmanalfarisi9179,"['kalau', 'kasus', 'begini', 'bagaimana', 'soal', 'aku', 'sering', 'pakai', 'ai', 'misal', 'chatgpt', 'biasa', 'aku', 'lihat', 'dokumentasi', 'resmi', 'dulu', 'dokumentasi', 'resmi', 'biasa', 'cuma', 'kasih', 'potong', 'contoh', 'kurang', 'kompleks', 'terus', 'jelas', 'dokumentasi', 'aku', 'salin', 'ai', 'minta', 'jelasin', 'ulang', 'beri', 'contoh', 'lebih', 'abstrak', 'apa', 'fine', 'soal', 'bilang', 'cukup', 'gantung', 'ai', 'sih', 'kasus', 'enggak', 'lihat', 'dokumentasi', 'tok', 'doang']",0
sandhikagalihwpu,"['lama', 'bantu', 'ajar', 'aman2', 'pakai', 'ai']",0
yunusfebriansyah8043,"['mantab', 'pakkk']",0
edukasianakchannel,"['jangan', 'biar', 'ai', 'jadi', 'super', 'human', 'guna', 'ai', 'kalian', 'jadi', 'super', 'human']",0
sandhikagalihwpu,['nice'],0
ekoteguhwicaksono1430,"['tuju', 'pak', 'meski', 'kerja', 'vibe', 'coding', 'risiko', 'turun', 'daya', 'pikir', 'jadi', 'pakai', 'mindset', 'benar']",8
salmanidauljannah4033,"['terima', 'kasiihh', 'bagus', 'sekali', 'materi']",0
skilledworkerscore,"['vibe', 'coding', 'sangat', 'wajib', 'pakai', 'senior', 'engineer', 'sangat', 'haram', 'pakai', 'junior', 'engineer', 'alas', 'paling', 'kuat', 'fundamental', 'fundamental', 'generate', 'ai', 'experience', 'base', '10', 'ngoding', 'jadi', 'fullstack', 'backend', 'urus', 'api', 'anda', 'start', 'awal', 'guna', 'ai', 'skill', 'disitu2', 'brbrai', 'guna', 'koreksi', 'sempurna', 'apa', 'kerja', 'contoh', 'taruh', 'code', 'produce', 'n1', 'ai', 'ingat', '2', 'rapi', 'code', 'refaktor', 'kecil2an', 'jadi', 'bahan', 'brainstorm', 'second', 'opinion', 'bukan', 'main', 'opinion', 'jangan', 'jadi', 'ai', 'ambil', 'putus', 'salah', 'besar', '100', 'brbrsaya', 'pakai', 'ai', 'tujuanya', 'sangat', 'sederhana', 'work', 'life', 'balancebrketika', 'kerja', '90', '10', 'sempurna', 'ai', 'ingat', 'ada', 'n1', 'potensial', 'bug', 'malem2', 'enggak', 'perlu', 'kerja', 'extra']",0
sandhikagalihwpu,"['wah', 'nice', 'share', 'terima', 'kasih']",0
nobodyhg9cc,"['mahasiwa', 'vibe', 'coding', 'buat', 'tugas', 'akhir', 'tugas', 'biasa', 'skill', 'issue', 'malah', 'gali', 'kubur', 'sendiri', 'pas', 'kerja', 'biasa', 'kalau', 'begini', 'jadi', 'patung', 'cuma', 'tahan', '1', 'minggu']",0
muscotto,"['tuju', '1000', 'kak', 'dhika', 'moga', 'calon', 'programmer', 'sadar', 'apa', 'sampai', 'kak', 'dhika', 'brbrsaya', 'sendiri', 'ajar', 'coding', 'nol', 'dulu', 'ajar', 'flow', 'chat', 'algoritma', 'pseducode', 'hasil', 'paham', 'logika', 'masalah', 'apa', 'problem', 'solving', 'nya', 'brbrsehat', 'sukses', 'selalu', 'kak', 'dhika', 'amin']",0
sandhikagalihwpu,"['terima', 'kasih', 'yes', 'tuju', 'fundamental', 'penting', 'sekali']",0
rianwow,"['umur', '40', 'tahun', 'cukup', 'paham', 'htmlcssjs', 'sedang', 'ajar', 'vibe', 'coding', 'ikut', 'kelas', 'mas', 'sandika', 'buat', 'mudah', 'ajar', 'jadi', 'fullstack', 'dev']",0
diinggos,"['vibe', 'coding', 'bukan', 'mula']",0
aboyishere8224,"['vibe', 'coding', 'bikin', 'satset', 'hati', 'kayak', 'buat', 'apa', 'buang', 'waktu', 'pernah', 'ngembangin', 'diribrbrselalu', 'coba', 'manual', 'kode', 'beranta', 'meski', 'hasil', 'sama', 'lebih', 'menenangin', 'hati', 'sih', 'super', 'lama', 'ngerjainnya']",0
yudhismikasue5830,"['mau', 'sedikit', 'cerita', 'pakbrmemang', 'semenjak', 'muncul', 'tren', 'vibe', 'coding', 'jadi', 'bikin', 'minat', 'rasa', 'tahu', 'soal', 'dunia', 'programming', 'jadi', 'pudar', 'mudah', 'ada', 'quottangan', 'ajaibquot', 'awal', 'rutin', 'marathon', 'video', 'bapak', 'playlist', 'dasar', 'dasar', 'html', 'css', 'waktu', 'semester', '13', 'harap', 'kuasa', 'dasar', 'dasar', 'nya', 'tersebutbrsaya', 'kuasa', '75', 'materi', 'bapak', 'ikan', 'mulai', 'percaya', 'diri', 'mampu', 'ngoding', 'bilang', 'cukup', 'dasar', 'akhir', 'dapat', 'tugas', 'buat', 'website', 'sederhana', 'hasil', 'buat', 'modal', 'tahu', 'dasar', 'dapat', 'video', 'bapak', 'tonton', 'ulang', 'kali', 'suatu', 'hari', 'dapat', 'tugas', 'uas', 'buat', 'buah', 'program', 'crawling', 'twitter', 'harus', 'guna', 'bahasa', 'python', 'tau', 'ajar', 'bahasa', 'tersebutbrdisitulah', 'awal', 'hancur', 'fondasi', 'awal', 'buat', 'mulai', 'guna', 'ai', 'jalur', 'alternatif', 'buat', 'tugas', 'rumit', 'waktu', 'kejap', 'rasa', 'fondasi', 'mulai', 'rapuh', 'akan', 'materi', 'dapat', 'luntur', 'tagih', 'prompting', 'sajabrdi', 'semester', '6', 'sangat', 'sesal', 'hilang', 'fondasi', 'awal', 'butuh', 'waktu', 'bulan', 'bulan', 'bangun', 'mohon', 'arah', 'mahasiswa', 'sesat', 'pak']",0
sandhikagalihwpu,"['ubah', 'mindset', 'joki', 'jadi', 'tutorguru', 'les']",1
gibusdingus7807,"['mantap', 'pak', 'sandhika', 'tuju', 'banget']",1
wirawinayaka,"['tarik', 'wpucourse', 'nya']",0
ariqfikritamamy7769,"['kerja', 'paham', 'ilmu', 'apa', 'kerja', 'khusus', 'ngoding', 'ngoding', 'paham', 'praktis', 'jangka', 'panjang', 'alami', 'bingung', 'hadap', 'masalah', 'tentu', 'perlu', 'analisis', 'dalam', 'kait', 'program', 'buat', 'perlu', 'fondasi', 'tahu', 'struktur', 'kait', 'informatika', 'khusus', 'pemrograman', 'baik', 'tetap', 'ajar', 'ilmu', 'oleh', 'sekolah', 'hingga', 'kampus', 'dapat', 'alam', 'ajar', 'tahu', 'paling', 'dasar', 'kait', 'pemrograman', 'lalu', 'mata', 'ajar', 'mata', 'kuliah', 'beri', 'sekolah', 'kampus', 'dapat', 'tahu', 'praktis', 'apa', 'buat', 'dipertanggungjawabkan', 'empiris', 'dar', 'jalan', 'bug', 'cenderung', 'dampak', 'kembang', 'program', 'cakup', 'lebih', 'luas', 'besar', 'tingkat', 'kompleksitas', 'program', 'brbrbegitu', 'bagai', 'bidang', 'kerja', 'misal', 'guru', 'jadi', 'guru', 'cukup', 'paham', 'cara', 'bicara', 'sampai', 'materi', 'depan', 'serta', 'didik', 'paham', 'kompetensi', 'ilmu', 'kait', 'guru', 'kompetensi', 'pedagogik', 'profesional', 'guru', 'sebut', 'paham', 'bagaimana', 'cara', 'jadi', 'guru', 'benar', 'cenderung', 'tampak', 'beda', 'guru', 'dapat', 'alam', 'kuliah', 'jurus', 'guru', 'hadap', 'masalah', 'ajar', 'lihat', 'salah', 'satu', 'sikap', 'guru', 'hadap', 'murid', 'beri', 'reinforcement', 'murid', 'nakal', 'beri', 'punishment', 'putus', 'ambil', 'dipertanggungjawabkan', 'ilmu', 'dapat', 'tahu', 'struktur', 'kait', 'kerja', 'guru', 'brbrmenurut', 'programmer', 'kalau', 'kuasa', 'tahu', 'praktis', 'ilmu', 'kait', 'bidang', 'sebut', 'khawatir', 'hadap', 'fenomena', 'masalah', 'hadap', 'programmer', 'mempertanggungjawabkan', 'tindak', 'ilmu', 'dipertanggungjawabkan', 'praktis', 'simpul', 'ajar', 'pemrograman', 'praktis', 'lalu', 'didik', 'informal', 'nonformal', 'course', 'bootcamp', 'perlu', 'didik', 'formal', 'sekolah', 'formal', 'kampus', 'programmer', 'oleh', 'paham', 'empiris', 'kait', 'kerja', 'asumsi', 'kait', 'topik', 'moga', 'jadi', 'wawas', 'baca']",0
sandhikagalihwpu,"['wah', 'nice', 'share', 'ariq', 'thanks']",0
semutdev,"['programmer', 'otodidak', 'lebih', '5', 'tahun', 'sekarang', 'suka', 'ikut', 'tren', 'vibe', 'coding', 'buat', 'ada', 'vibecoding', 'jadi', 'kerja', 'beberapa', 'project', 'paralel', 'misal', 'kerjain', 'project', 'a', 'manual', 'terus', 'ai', 'agent', 'suruh', 'ngerjain', 'project', 'b', 'review', 'bukan', 'review', 'ai', 'v', 'kalo', 'minta', 'saran', 'oke', 'lah', 'nama', 'diskusi', 'kalo', 'reviewnya', 'pakai', 'ai', 'kayak', 'v', 'ah', 'yapping', 'nya']",0
sandhikagalihwpu,"['lama', 'review', 'hasil', 'harus', 'aman']",0
